namespace_id,canonical_namespace,namespace_name,wiki_code,language_name
5,Project talk,Wikipedia-diskussion,da,Danish
6,File,Fil,da,Danish
7,File talk,Fildiskussion,da,Danish
8,MediaWiki,MediaWiki,da,Danish
9,MediaWiki talk,MediaWiki-diskussion,da,Danish
10,Template,Skabelon,da,Danish
11,Template talk,Skabelondiskussion,da,Danish
12,Help,Hjælp,da,Danish
13,Help talk,Hjælp-diskussion,da,Danish
14,Category,Kategori,da,Danish
15,Category talk,Kategoridiskussion,da,Danish
100,Portal,Portal,da,Danish
101,Portaldiskussion,Portaldiskussion,da,Danish
102,Artikeldata,Artikeldata,da,Danish
103,Artikeldatadiskussion,Artikeldatadiskussion,da,Danish
710,TimedText,TimedText,da,Danish
711,TimedText talk,TimedText talk,da,Danish
828,Module,Modul,da,Danish
829,Module talk,Moduldiskussion,da,Danish
1728,Event,Event,da,Danish
1729,Event talk,Event talk,da,Danish
-2,Media,Miidiya,dag,Dagbani
-1,Special,Diŋ'gahim,dag,Dagbani
0,,,dag,Dagbani
1,Talk,Yɛltɔɣa,dag,Dagbani
2,User,Ŋun su,dag,Dagbani
3,User talk,Ŋun su yɛltɔɣa,dag,Dagbani
4,Project,Wikipedia,dag,Dagbani
5,Project talk,Wikipedia yɛltɔɣa,dag,Dagbani
6,File,Lahabali kɔligu,dag,Dagbani
7,File talk,Lahabali kɔligu yɛltɔɣa,dag,Dagbani
8,MediaWiki,MiidiyaWiki,dag,Dagbani
9,MediaWiki talk,MiidiyaWiki yɛltɔɣa,dag,Dagbani
10,Template,Tɛmplet,dag,Dagbani
11,Template talk,Tɛmplet yɛltɔɣa,dag,Dagbani
12,Help,Sɔŋsim,dag,Dagbani
13,Help talk,Sɔŋsim yɛltɔɣa,dag,Dagbani
14,Category,Pubu,dag,Dagbani
15,Category talk,Pubu yɛltɔɣa,dag,Dagbani
104,Salima,Salima,dag,Dagbani
105,Salima yɛltɔɣa,Salima yɛltɔɣa,dag,Dagbani
126,MOS,MOS,dag,Dagbani
127,MOS yɛltɔɣa,MOS yɛltɔɣa,dag,Dagbani
710,TimedText,TimedText,dag,Dagbani
711,TimedText talk,TimedText talk,dag,Dagbani
828,Module,Module,dag,Dagbani
829,Module talk,Module talk,dag,Dagbani
1728,Event,Event,dag,Dagbani
1729,Event talk,Event talk,dag,Dagbani
-2,Media,Medium,de,German
-1,Special,Spezial,de,German
0,,,de,German
1,Talk,Diskussion,de,German
2,User,Benutzer,de,German
3,User talk,Benutzer Diskussion,de,German
4,Project,Wikipedia,de,German
5,Project talk,Wikipedia Diskussion,de,German
6,File,Datei,de,German
7,File talk,Datei Diskussion,de,German
8,MediaWiki,MediaWiki,de,German
9,MediaWiki talk,MediaWiki Diskussion,de,German
10,Template,Vorlage,de,German
11,Template talk,Vorlage Diskussion,de,German
12,Help,Hilfe,de,German
13,Help talk,Hilfe Diskussion,de,German
14,Category,Kategorie,de,German
15,Category talk,Kategorie Diskussion,de,German
100,Portal,Portal,de,German
101,Portal Diskussion,Portal Diskussion,de,German
710,TimedText,TimedText,de,German
711,TimedText talk,TimedText talk,de,German
828,Module,Modul,de,German
829,Module talk,Modul Diskussion,de,German
1728,Event,Veranstaltung,de,German
1729,Event talk,Veranstaltung Diskussion,de,German
-2,Media,Duoro bimbu zie,dga,Southern Dagaare
-1,Special,Be o yoŋ,dga,Southern Dagaare
0,,,dga,Southern Dagaare
1,Talk,Yeli,dga,Southern Dagaare
2,User,Toma daana,dga,Southern Dagaare
3,User talk,Toma daana yeli,dga,Southern Dagaare
4,Project,Wikipedia,dga,Southern Dagaare
5,Project talk,Wikipedia yeli,dga,Southern Dagaare
6,File,Duoro kɔre,dga,Southern Dagaare
7,File talk,Duoro kɔre yeli,dga,Southern Dagaare
8,MediaWiki,MediaWiki,dga,Southern Dagaare
9,MediaWiki talk,MediaWiki yeli,dga,Southern Dagaare
10,Template,Tɛmpileti,dga,Southern Dagaare
11,Template talk,Tɛmpileti yeli,dga,Southern Dagaare
12,Help,Sombo,dga,Southern Dagaare
13,Help talk,Sombo yeli,dga,Southern Dagaare
14,Category,Gbuli,dga,Southern Dagaare
15,Category talk,Gbuli yeli,dga,Southern Dagaare
710,TimedText,TimedText,dga,Southern Dagaare
711,TimedText talk,TimedText talk,dga,Southern Dagaare
828,Module,Module,dga,Southern Dagaare
829,Module talk,Module talk,dga,Southern Dagaare
1728,Event,Event,dga,Southern Dagaare
1729,Event talk,Event talk,dga,Southern Dagaare
-2,Media,Ciɛl,din,Dinka
-1,Special,Këcëweek,din,Dinka
0,,,din,Dinka
1,Talk,Jam,din,Dinka
2,User,Dulooi,din,Dinka
3,User talk,Jam kekë dulooi,din,Dinka
4,Project,Wikipedia,din,Dinka
5,Project talk,Jam wɛ̈t ë Wikipedia,din,Dinka
6,File,Apamduööt,din,Dinka
7,File talk,Jam wɛ̈t ë apamduööt,din,Dinka
8,MediaWiki,MediaWiki,din,Dinka
9,MediaWiki talk,Jam wɛ̈t ë MediaWiki,din,Dinka
10,Template,Macuëc,din,Dinka
11,Template talk,Jam wɛ̈t ë macuëc,din,Dinka
12,Help,Kuɔny,din,Dinka
13,Help talk,Jam wɛ̈t ë kuɔny,din,Dinka
14,Category,Bekätakthook,din,Dinka
15,Category talk,Jam wɛ̈t ë bekätakthook,din,Dinka
710,TimedText,TimedText,din,Dinka
711,TimedText talk,TimedText talk,din,Dinka
828,Module,Mukääcëtök,din,Dinka
829,Module talk,Jam wɛ̈t ë mukääcëtök,din,Dinka
1728,Event,Event,din,Dinka
1729,Event talk,Event talk,din,Dinka
-2,Media,Medya,diq,Dimli
-1,Special,Xısusi,diq,Dimli
0,,,diq,Dimli
1,Talk,Werênayış,diq,Dimli
2,User,Karber,diq,Dimli
3,User talk,Werênayışê karberi,diq,Dimli
4,Project,Wikipediya,diq,Dimli
5,Project talk,Werênayışê Wikipediya,diq,Dimli
6,File,Dosya,diq,Dimli
7,File talk,Werênayışê dosya,diq,Dimli
8,MediaWiki,MedyaWiki,diq,Dimli
9,MediaWiki talk,Werênayışê MedyaWikiyi,diq,Dimli
10,Template,Şablon,diq,Dimli
11,Template talk,Werênayışê şabloni,diq,Dimli
12,Help,Peşti,diq,Dimli
13,Help talk,Werênayışê peşti,diq,Dimli
14,Category,Kategoriye,diq,Dimli
15,Category talk,Werênayışê kategoriye,diq,Dimli
100,Portal,Portal,diq,Dimli
101,Werênayışê portali,Werênayışê portali,diq,Dimli
710,TimedText,TimedText,diq,Dimli
711,TimedText talk,TimedText talk,diq,Dimli
828,Module,Modul,diq,Dimli
829,Module talk,Werênayışê moduli,diq,Dimli
1728,Event,Event,diq,Dimli
1729,Event talk,Event talk,diq,Dimli
-2,Media,Medija,dsb,Lower Sorbian
-1,Special,Specialne,dsb,Lower Sorbian
0,,,dsb,Lower Sorbian
1,Talk,Diskusija,dsb,Lower Sorbian
2,User,Wužywaŕ,dsb,Lower Sorbian
3,User talk,Diskusija wužywarja,dsb,Lower Sorbian
4,Project,Wikipedija,dsb,Lower Sorbian
5,Project talk,Wikipedija diskusija,dsb,Lower Sorbian
6,File,Dataja,dsb,Lower Sorbian
7,File talk,Diskusija wó dataji,dsb,Lower Sorbian
8,MediaWiki,MediaWiki,dsb,Lower Sorbian
9,MediaWiki talk,MediaWiki diskusija,dsb,Lower Sorbian
10,Template,Pśedłoga,dsb,Lower Sorbian
11,Template talk,Diskusija wó pśedłoze,dsb,Lower Sorbian
12,Help,Pomoc,dsb,Lower Sorbian
13,Help talk,Diskusija wó pomocy,dsb,Lower Sorbian
14,Category,Kategorija,dsb,Lower Sorbian
15,Category talk,Diskusija wó kategoriji,dsb,Lower Sorbian
710,TimedText,TimedText,dsb,Lower Sorbian
711,TimedText talk,TimedText talk,dsb,Lower Sorbian
828,Module,Modul,dsb,Lower Sorbian
829,Module talk,Modul diskusija,dsb,Lower Sorbian
1728,Event,Veranstaltung,dsb,Lower Sorbian
1729,Event talk,Veranstaltung Diskussion,dsb,Lower Sorbian
-2,Media,Media,dtp,Central Dusun
-1,Special,Poimbida,dtp,Central Dusun
0,,,dtp,Central Dusun
1,Talk,Pibarasan,dtp,Central Dusun
2,User,Moomomoguno,dtp,Central Dusun
3,User talk,Pibarasan moomomoguno,dtp,Central Dusun
4,Project,Wikipedia,dtp,Central Dusun
5,Project talk,Pibarasan Wikipedia,dtp,Central Dusun
6,File,Fail,dtp,Central Dusun
7,File talk,Pibarasan fail,dtp,Central Dusun
8,MediaWiki,MediaWiki,dtp,Central Dusun
9,MediaWiki talk,Pibarasan MediaWiki,dtp,Central Dusun
10,Template,Templat,dtp,Central Dusun
11,Template talk,Pibarasan templat,dtp,Central Dusun
12,Help,Kouhupan,dtp,Central Dusun
13,Help talk,Pibarasan kouhupan,dtp,Central Dusun
14,Category,Kategori,dtp,Central Dusun
15,Category talk,Pibarasan kategori,dtp,Central Dusun
710,TimedText,TimedText,dtp,Central Dusun
711,TimedText talk,TimedText talk,dtp,Central Dusun
828,Module,Modul,dtp,Central Dusun
829,Module talk,Pibarasan modul,dtp,Central Dusun
1728,Event,Acara,dtp,Central Dusun
1729,Event talk,Perbincangan acara,dtp,Central Dusun
-2,Media,मिडिया,dty,Doteli
-1,Special,बिशेष,dty,Doteli
0,,,dty,Doteli
1,Talk,कुरणि,dty,Doteli
2,User,प्रयोगकर्ता,dty,Doteli
3,User talk,प्रयोगकर्ता कुरणि,dty,Doteli
4,Project,विकिपिडिया,dty,Doteli
5,Project talk,विकिपिडिया वार्ता,dty,Doteli
6,File,चित्र,dty,Doteli
7,File talk,चित्र कुरणि,dty,Doteli
8,MediaWiki,मिडियाविकि,dty,Doteli
9,MediaWiki talk,मिडियाविकि कुरणि,dty,Doteli
10,Template,ढाँचा,dty,Doteli
11,Template talk,ढाँचा कुरणि,dty,Doteli
12,Help,मद्दत,dty,Doteli
13,Help talk,मद्दत कुरणि,dty,Doteli
14,Category,श्रेणी,dty,Doteli
15,Category talk,श्रेणी कुरणि,dty,Doteli
710,TimedText,TimedText,dty,Doteli
711,TimedText talk,TimedText talk,dty,Doteli
828,Module,मोड्युल,dty,Doteli
829,Module talk,मोड्युल कुरणि,dty,Doteli
1728,Event,Event,dty,Doteli
1729,Event talk,Event talk,dty,Doteli
-2,Media,މީޑިއާ,dv,Divehi
-1,Special,ޚާއްސަ,dv,Divehi
0,,,dv,Divehi
1,Talk,ޚިޔާލު,dv,Divehi
2,User,މެމްބަރު,dv,Divehi
3,User talk,މެމްބަރުގެ ވާހަކަ,dv,Divehi
4,Project,ވިކިޕީޑިއާ,dv,Divehi
5,Project talk,ވިކިޕީޑިއާ ޚިޔާލު,dv,Divehi
6,File,ފައިލު,dv,Divehi
7,File talk,ފައިލުގެ ޚިޔާލު,dv,Divehi
8,MediaWiki,މީޑިއާވިކީ,dv,Divehi
9,MediaWiki talk,މިޑިއާވިކީ ޚިޔާލު,dv,Divehi
10,Template,ފަންވަތް,dv,Divehi
11,Template talk,ފަންވަތުގެ ޚިޔާލު,dv,Divehi
12,Help,އެހީ,dv,Divehi
13,Help talk,އެހީގެ ޚިޔާލު,dv,Divehi
14,Category,ޤިސްމު,dv,Divehi
15,Category talk,ޤިސްމުގެ ޚިޔާލު,dv,Divehi
100,ނެރު,ނެރު,dv,Divehi
101,ނެރު ޚިޔާލު,ނެރު ޚިޔާލު,dv,Divehi
710,TimedText,TimedText,dv,Divehi
711,TimedText talk,TimedText talk,dv,Divehi
828,Module,މޮޑިއުލް,dv,Divehi
829,Module talk,މޮޑިއުލް ޚިޔާލު,dv,Divehi
1728,Event,Event,dv,Divehi
1729,Event talk,Event talk,dv,Divehi
-2,Media,Media,dz,Dzongkha
-1,Special,Special,dz,Dzongkha
0,,,dz,Dzongkha
1,Talk,Talk,dz,Dzongkha
2,User,User,dz,Dzongkha
3,User talk,User talk,dz,Dzongkha
4,Project,Wikipedia,dz,Dzongkha
5,Project talk,Wikipedia talk,dz,Dzongkha
6,File,File,dz,Dzongkha
7,File talk,File talk,dz,Dzongkha
8,MediaWiki,MediaWiki,dz,Dzongkha
9,MediaWiki talk,MediaWiki talk,dz,Dzongkha
10,Template,Template,dz,Dzongkha
11,Template talk,Template talk,dz,Dzongkha
12,Help,Help,dz,Dzongkha
13,Help talk,Help talk,dz,Dzongkha
14,Category,Category,dz,Dzongkha
15,Category talk,Category talk,dz,Dzongkha
710,TimedText,TimedText,dz,Dzongkha
711,TimedText talk,TimedText talk,dz,Dzongkha
828,Module,Module,dz,Dzongkha
829,Module talk,Module talk,dz,Dzongkha
1728,Event,Event,dz,Dzongkha
1729,Event talk,Event talk,dz,Dzongkha
-2,Media,Media,ee,Ewe
-1,Special,Special,ee,Ewe
0,,,ee,Ewe
1,Talk,Talk,ee,Ewe
2,User,User,ee,Ewe
3,User talk,User talk,ee,Ewe
4,Project,Wikipedia,ee,Ewe
5,Project talk,Wikipedia talk,ee,Ewe
6,File,File,ee,Ewe
7,File talk,File talk,ee,Ewe
8,MediaWiki,MediaWiki,ee,Ewe
9,MediaWiki talk,MediaWiki talk,ee,Ewe
10,Template,Template,ee,Ewe
11,Template talk,Template talk,ee,Ewe
12,Help,Help,ee,Ewe
13,Help talk,Help talk,ee,Ewe
14,Category,Category,ee,Ewe
15,Category talk,Category talk,ee,Ewe
710,TimedText,TimedText,ee,Ewe
711,TimedText talk,TimedText talk,ee,Ewe
828,Module,Module,ee,Ewe
829,Module talk,Module talk,ee,Ewe
1728,Event,Event,ee,Ewe
1729,Event talk,Event talk,ee,Ewe
-2,Media,Μέσο,el,Greek
-1,Special,Ειδικό,el,Greek
0,,,el,Greek
1,Talk,Συζήτηση,el,Greek
2,User,Χρήστης,el,Greek
3,User talk,Συζήτηση χρήστη,el,Greek
4,Project,Βικιπαίδεια,el,Greek
5,Project talk,Συζήτηση Βικιπαίδεια,el,Greek
6,File,Αρχείο,el,Greek
7,File talk,Συζήτηση αρχείου,el,Greek
8,MediaWiki,MediaWiki,el,Greek
9,MediaWiki talk,Συζήτηση MediaWiki,el,Greek
10,Template,Πρότυπο,el,Greek
11,Template talk,Συζήτηση προτύπου,el,Greek
12,Help,Βοήθεια,el,Greek
13,Help talk,Συζήτηση βοήθειας,el,Greek
14,Category,Κατηγορία,el,Greek
15,Category talk,Συζήτηση κατηγορίας,el,Greek
100,Πύλη,Πύλη,el,Greek
101,Συζήτηση πύλης,Συζήτηση πύλης,el,Greek
446,Education Program,Education Program,el,Greek
447,Education Program talk,Education Program talk,el,Greek
710,TimedText,TimedText,el,Greek
711,TimedText talk,TimedText talk,el,Greek
828,Module,Module,el,Greek
829,Module talk,Module talk,el,Greek
1728,Event,Event,el,Greek
1729,Event talk,Event talk,el,Greek
2600,Topic,Topic,el,Greek
-2,Media,Media,eml,Emiliano-Romagnolo
-1,Special,Speciale,eml,Emiliano-Romagnolo
0,,,eml,Emiliano-Romagnolo
1,Talk,Discussione,eml,Emiliano-Romagnolo
2,User,Utente,eml,Emiliano-Romagnolo
3,User talk,Discussioni utente,eml,Emiliano-Romagnolo
4,Project,Wikipedia,eml,Emiliano-Romagnolo
5,Project talk,Discussioni Wikipedia,eml,Emiliano-Romagnolo
6,File,File,eml,Emiliano-Romagnolo
7,File talk,Discussioni file,eml,Emiliano-Romagnolo
8,MediaWiki,MediaWiki,eml,Emiliano-Romagnolo
9,MediaWiki talk,Discussioni MediaWiki,eml,Emiliano-Romagnolo
10,Template,Template,eml,Emiliano-Romagnolo
11,Template talk,Discussioni template,eml,Emiliano-Romagnolo
12,Help,Aiuto,eml,Emiliano-Romagnolo
13,Help talk,Discussioni aiuto,eml,Emiliano-Romagnolo
14,Category,Categoria,eml,Emiliano-Romagnolo
15,Category talk,Discussioni categoria,eml,Emiliano-Romagnolo
710,TimedText,TimedText,eml,Emiliano-Romagnolo
711,TimedText talk,TimedText talk,eml,Emiliano-Romagnolo
828,Module,Mòdul,eml,Emiliano-Romagnolo
829,Module talk,Discusiòun dal Mòdul,eml,Emiliano-Romagnolo
1728,Event,Evento,eml,Emiliano-Romagnolo
1729,Event talk,Discussioni evento,eml,Emiliano-Romagnolo
-2,Media,Media,en,English
-1,Special,Special,en,English
0,,,en,English
1,Talk,Talk,en,English
2,User,User,en,English
3,User talk,User talk,en,English
4,Project,Wikipedia,en,English
5,Project talk,Wikipedia talk,en,English
6,File,File,en,English
7,File talk,File talk,en,English
8,MediaWiki,MediaWiki,en,English
9,MediaWiki talk,MediaWiki talk,en,English
10,Template,Template,en,English
11,Template talk,Template talk,en,English
12,Help,Help,en,English
13,Help talk,Help talk,en,English
14,Category,Category,en,English
15,Category talk,Category talk,en,English
100,Portal,Portal,en,English
101,Portal talk,Portal talk,en,English
118,Draft,Draft,en,English
119,Draft talk,Draft talk,en,English
126,MOS,MOS,en,English
127,MOS talk,MOS talk,en,English
710,TimedText,TimedText,en,English
711,TimedText talk,TimedText talk,en,English
828,Module,Module,en,English
829,Module talk,Module talk,en,English
1728,Event,Event,en,English
1729,Event talk,Event talk,en,English
-2,Media,Aŭdvidaĵo,eo,Esperanto
-1,Special,Specialaĵo,eo,Esperanto
0,,,eo,Esperanto
1,Talk,Diskuto,eo,Esperanto
2,User,Uzanto,eo,Esperanto
3,User talk,Uzanto-Diskuto,eo,Esperanto
4,Project,Vikipedio,eo,Esperanto
5,Project talk,Vikipedia diskuto,eo,Esperanto
6,File,Dosiero,eo,Esperanto
7,File talk,Dosiero-Diskuto,eo,Esperanto
8,MediaWiki,MediaWiki,eo,Esperanto
9,MediaWiki talk,MediaWiki-Diskuto,eo,Esperanto
10,Template,Ŝablono,eo,Esperanto
11,Template talk,Ŝablono-Diskuto,eo,Esperanto
12,Help,Helpo,eo,Esperanto
13,Help talk,Helpo-Diskuto,eo,Esperanto
14,Category,Kategorio,eo,Esperanto
15,Category talk,Kategorio-Diskuto,eo,Esperanto
100,Portalo,Portalo,eo,Esperanto
101,Portala diskuto,Portala diskuto,eo,Esperanto
102,Projekto,Projekto,eo,Esperanto
103,Projekta diskuto,Projekta diskuto,eo,Esperanto
710,TimedText,TimedText,eo,Esperanto
711,TimedText talk,TimedText talk,eo,Esperanto
828,Module,Modulo,eo,Esperanto
829,Module talk,Modulo-Diskuto,eo,Esperanto
1728,Event,Event,eo,Esperanto
1729,Event talk,Event talk,eo,Esperanto
2600,Topic,Topic,eo,Esperanto
-2,Media,Medio,es,Spanish
-1,Special,Especial,es,Spanish
0,,,es,Spanish
1,Talk,Discusión,es,Spanish
2,User,Usuario,es,Spanish
3,User talk,Usuario discusión,es,Spanish
4,Project,Wikipedia,es,Spanish
5,Project talk,Wikipedia discusión,es,Spanish
6,File,Archivo,es,Spanish
7,File talk,Archivo discusión,es,Spanish
8,MediaWiki,MediaWiki,es,Spanish
9,MediaWiki talk,MediaWiki discusión,es,Spanish
10,Template,Plantilla,es,Spanish
11,Template talk,Plantilla discusión,es,Spanish
12,Help,Ayuda,es,Spanish
13,Help talk,Ayuda discusión,es,Spanish
14,Category,Categoría,es,Spanish
15,Category talk,Categoría discusión,es,Spanish
100,Portal,Portal,es,Spanish
101,Portal discusión,Portal discusión,es,Spanish
102,Wikiproyecto,Wikiproyecto,es,Spanish
103,Wikiproyecto discusión,Wikiproyecto discusión,es,Spanish
104,Anexo,Anexo,es,Spanish
105,Anexo discusión,Anexo discusión,es,Spanish
710,TimedText,TimedText,es,Spanish
711,TimedText talk,TimedText talk,es,Spanish
828,Module,Módulo,es,Spanish
829,Module talk,Módulo discusión,es,Spanish
1728,Event,Evento,es,Spanish
1729,Event talk,Evento discusión,es,Spanish
-2,Media,Meedia,et,Estonian
-1,Special,Eri,et,Estonian
0,,,et,Estonian
1,Talk,Arutelu,et,Estonian
2,User,Kasutaja,et,Estonian
3,User talk,Kasutaja arutelu,et,Estonian
4,Project,Vikipeedia,et,Estonian
5,Project talk,Vikipeedia arutelu,et,Estonian
6,File,Fail,et,Estonian
7,File talk,Faili arutelu,et,Estonian
8,MediaWiki,MediaWiki,et,Estonian
9,MediaWiki talk,MediaWiki arutelu,et,Estonian
10,Template,Mall,et,Estonian
11,Template talk,Malli arutelu,et,Estonian
12,Help,Juhend,et,Estonian
13,Help talk,Juhendi arutelu,et,Estonian
14,Category,Kategooria,et,Estonian
15,Category talk,Kategooria arutelu,et,Estonian
100,Portaal,Portaal,et,Estonian
101,Portaali arutelu,Portaali arutelu,et,Estonian
102,Mustand,Mustand,et,Estonian
103,Mustandi arutelu,Mustandi arutelu,et,Estonian
710,TimedText,TimedText,et,Estonian
711,TimedText talk,TimedText talk,et,Estonian
828,Module,Moodul,et,Estonian
829,Module talk,Mooduli arutelu,et,Estonian
1728,Event,Üritus,et,Estonian
1729,Event talk,Ürituse arutelu,et,Estonian
-2,Media,Media,eu,Basque
-1,Special,Berezi,eu,Basque
0,,,eu,Basque
1,Talk,Eztabaida,eu,Basque
2,User,Lankide,eu,Basque
3,User talk,Lankide eztabaida,eu,Basque
4,Project,Wikipedia,eu,Basque
5,Project talk,Wikipedia eztabaida,eu,Basque
6,File,Fitxategi,eu,Basque
7,File talk,Fitxategi eztabaida,eu,Basque
8,MediaWiki,MediaWiki,eu,Basque
9,MediaWiki talk,MediaWiki eztabaida,eu,Basque
10,Template,Txantiloi,eu,Basque
11,Template talk,Txantiloi eztabaida,eu,Basque
12,Help,Laguntza,eu,Basque
13,Help talk,Laguntza eztabaida,eu,Basque
14,Category,Kategoria,eu,Basque
15,Category talk,Kategoria eztabaida,eu,Basque
100,Atari,Atari,eu,Basque
101,Atari eztabaida,Atari eztabaida,eu,Basque
102,Wikiproiektu,Wikiproiektu,eu,Basque
103,Wikiproiektu eztabaida,Wikiproiektu eztabaida,eu,Basque
104,Txikipedia,Txikipedia,eu,Basque
105,Txikipedia eztabaida,Txikipedia eztabaida,eu,Basque
106,Zerrenda,Zerrenda,eu,Basque
107,Zerrenda eztabaida,Zerrenda eztabaida,eu,Basque
710,TimedText,TimedText,eu,Basque
711,TimedText talk,TimedText talk,eu,Basque
828,Module,Modulu,eu,Basque
829,Module talk,Modulu eztabaida,eu,Basque
1728,Event,Event,eu,Basque
1729,Event talk,Event talk,eu,Basque
2600,Topic,Topic,eu,Basque
-2,Media,Mediu,ext,Extremaduran
-1,Special,Especial,ext,Extremaduran
0,,,ext,Extremaduran
1,Talk,Caraba,ext,Extremaduran
2,User,Usuario,ext,Extremaduran
3,User talk,Usuario caraba,ext,Extremaduran
4,Project,Güiquipedia,ext,Extremaduran
5,Project talk,Güiquipedia caraba,ext,Extremaduran
6,File,Archivu,ext,Extremaduran
7,File talk,Archivu caraba,ext,Extremaduran
8,MediaWiki,MediaWiki,ext,Extremaduran
9,MediaWiki talk,MediaWiki caraba,ext,Extremaduran
10,Template,Prantilla,ext,Extremaduran
11,Template talk,Prantilla caraba,ext,Extremaduran
12,Help,Ayua,ext,Extremaduran
13,Help talk,Ayua caraba,ext,Extremaduran
14,Category,Categoría,ext,Extremaduran
15,Category talk,Categoría caraba,ext,Extremaduran
710,TimedText,TimedText,ext,Extremaduran
711,TimedText talk,TimedText talk,ext,Extremaduran
828,Module,Módulo,ext,Extremaduran
829,Module talk,Módulo discusión,ext,Extremaduran
1728,Event,Evento,ext,Extremaduran
1729,Event talk,Evento discusión,ext,Extremaduran
-2,Media,مدیا,fa,Persian
-1,Special,ویژه,fa,Persian
0,,,fa,Persian
1,Talk,بحث,fa,Persian
2,User,کاربر,fa,Persian
3,User talk,بحث کاربر,fa,Persian
4,Project,ویکی‌پدیا,fa,Persian
5,Project talk,بحث ویکی‌پدیا,fa,Persian
6,File,پرونده,fa,Persian
7,File talk,بحث پرونده,fa,Persian
8,MediaWiki,مدیاویکی,fa,Persian
9,MediaWiki talk,بحث مدیاویکی,fa,Persian
10,Template,الگو,fa,Persian
11,Template talk,بحث الگو,fa,Persian
12,Help,راهنما,fa,Persian
13,Help talk,بحث راهنما,fa,Persian
14,Category,رده,fa,Persian
15,Category talk,بحث رده,fa,Persian
100,درگاه,درگاه,fa,Persian
101,بحث درگاه,بحث درگاه,fa,Persian
118,پیش‌نویس,پیش‌نویس,fa,Persian
119,بحث پیش‌نویس,بحث پیش‌نویس,fa,Persian
446,Education Program,Education Program,fa,Persian
447,Education Program talk,Education Program talk,fa,Persian
710,TimedText,TimedText,fa,Persian
711,TimedText talk,TimedText talk,fa,Persian
828,Module,پودمان,fa,Persian
829,Module talk,بحث پودمان,fa,Persian
1728,Event,Event,fa,Persian
1729,Event talk,Event talk,fa,Persian
2600,Topic,مبحث,fa,Persian
-2,Media,Media,fat,Fanti
-1,Special,Soronko,fat,Fanti
0,,,fat,Fanti
1,Talk,Nkɔmbɔdzibea,fat,Fanti
2,User,Dwumadzinyi,fat,Fanti
3,User talk,Dwumadzinyi nkɔmbɔdzibea,fat,Fanti
4,Project,Wikipedia,fat,Fanti
5,Project talk,Wikipedia nkɔmbɔdzibea,fat,Fanti
6,File,Fael,fat,Fanti
7,File talk,Fael nkɔmbɔdzibea,fat,Fanti
8,MediaWiki,MediaWiki,fat,Fanti
9,MediaWiki talk,MediaWiki nkɔmbɔdzibea,fat,Fanti
10,Template,Nhwɛdo,fat,Fanti
11,Template talk,Nhwɛdo nkɔmbɔdzibea,fat,Fanti
12,Help,Mboa,fat,Fanti
13,Help talk,Mboa nkɔmbɔdzibea,fat,Fanti
14,Category,Nkyekyεmu,fat,Fanti
15,Category talk,Nkyekyεmu nkɔmbɔdzibea,fat,Fanti
710,TimedText,TimedText,fat,Fanti
711,TimedText talk,TimedText talk,fat,Fanti
828,Module,Module,fat,Fanti
829,Module talk,Module talk,fat,Fanti
1728,Event,Event,fat,Fanti
1729,Event talk,Event talk,fat,Fanti
-2,Media,Media,ff,Fula
-1,Special,Special,ff,Fula
0,,,ff,Fula
1,Talk,Talk,ff,Fula
2,User,User,ff,Fula
3,User talk,User talk,ff,Fula
4,Project,Wikipedia,ff,Fula
5,Project talk,Wikipedia talk,ff,Fula
6,File,File,ff,Fula
7,File talk,File talk,ff,Fula
8,MediaWiki,MediaWiki,ff,Fula
9,MediaWiki talk,MediaWiki talk,ff,Fula
10,Template,Template,ff,Fula
11,Template talk,Template talk,ff,Fula
12,Help,Help,ff,Fula
13,Help talk,Help talk,ff,Fula
14,Category,Category,ff,Fula
15,Category talk,Category talk,ff,Fula
710,TimedText,TimedText,ff,Fula
711,TimedText talk,TimedText talk,ff,Fula
828,Module,Module,ff,Fula
829,Module talk,Module talk,ff,Fula
1728,Event,Event,ff,Fula
1729,Event talk,Event talk,ff,Fula
-2,Media,Media,fi,Finnish
-1,Special,Toiminnot,fi,Finnish
0,,,fi,Finnish
1,Talk,Keskustelu,fi,Finnish
2,User,Käyttäjä,fi,Finnish
3,User talk,Keskustelu käyttäjästä,fi,Finnish
4,Project,Wikipedia,fi,Finnish
5,Project talk,Keskustelu Wikipediasta,fi,Finnish
6,File,Tiedosto,fi,Finnish
7,File talk,Keskustelu tiedostosta,fi,Finnish
8,MediaWiki,Järjestelmäviesti,fi,Finnish
9,MediaWiki talk,Keskustelu järjestelmäviestistä,fi,Finnish
10,Template,Malline,fi,Finnish
11,Template talk,Keskustelu mallineesta,fi,Finnish
12,Help,Ohje,fi,Finnish
13,Help talk,Keskustelu ohjeesta,fi,Finnish
14,Category,Luokka,fi,Finnish
15,Category talk,Keskustelu luokasta,fi,Finnish
100,Teemasivu,Teemasivu,fi,Finnish
101,Keskustelu teemasivusta,Keskustelu teemasivusta,fi,Finnish
102,Metasivu,Metasivu,fi,Finnish
103,Keskustelu metasivusta,Keskustelu metasivusta,fi,Finnish
104,Kirja,Kirja,fi,Finnish
105,Keskustelu kirjasta,Keskustelu kirjasta,fi,Finnish
106,Wikiprojekti,Wikiprojekti,fi,Finnish
